,time,pnl,equity
32,2023-08-13 17:00:00,10.40431249,-443.4091624
33,2023-08-13 17:15:00,5.11407976,-448.6993951
34,2023-08-13 17:30:00,-10.28635266,-464.0998276
35,2023-08-13 17:45:00,-7.78360346,-461.5970784
36,2023-08-13 18:00:00,-2.24214716,-456.0556221
37,2023-08-13 18:15:00,-2.24214716,-456.0556221
38,2023-08-13 18:30:00,-0.30981916,-454.1232941
39,2023-08-13 18:45:00,-13.02074546,-466.8342204
40,2023-08-13 19:00:00,-23.49239186,-477.3058668
41,2023-08-13 19:15:00,-23.02058326,-476.8340582
42,2023-08-13 19:30:00,-22.62550136,-476.4389763
43,2023-08-13 19:45:00,-21.50358496,-475.3170599
44,2023-08-13 20:00:00,-60.09083887,-513.9043138
45,2023-08-13 20:15:00,-49.57738827,-503.3908632
46,2023-08-13 20:30:00,-49.57738827,-503.3908632
47,2023-08-13 20:45:00,-49.57738827,-503.3908632
48,2023-08-13 21:00:00,-49.57738827,-503.3908632
49,2023-08-13 21:15:00,-43.69575047,-497.5092254
50,2023-08-13 21:30:00,-31.14596039,-484.9594353
51,2023-08-13 21:45:00,-6.22567785,-460.0391528
52,2023-08-13 22:00:00,-6.22567785,-460.0391528
53,2023-08-13 22:15:00,-12.36172187,-466.1751968
54,2023-08-13 22:30:00,-6.04334528,-459.8568202
55,2023-08-13 22:45:00,-17.49709198,-471.3105669
56,2023-08-13 23:00:00,-1.0638196,-454.8772945
57,2023-08-13 23:15:00,-10.28116143,-464.0946363
58,2023-08-13 23:30:00,-6.76812143,-460.5815963
59,2023-08-13 23:45:00,-6.76812143,-460.5815963
60,2023-08-14 00:00:00,-5.23803064,-459.0515055
61,2023-08-14 00:15:00,-13.36298889,-467.1764638
62,2023-08-14 00:30:00,-14.81134905,-468.624824
63,2023-08-14 00:45:00,-15.85815917,-469.6716341
64,2023-08-14 01:00:00,-10.70874882,-464.5222237
