,time,pnl,equity
89,2023/7/29 7:25,-0.15508069,-2.56508069
90,2023/7/29 7:40,-0.15508069,-2.56508069
91,2023/7/29 7:55,-0.16509118,-2.57509118
92,2023/7/29 8:10,-0.16003965,-2.57003965
93,2023/7/29 8:25,-0.15516717,-2.56516717
94,2023/7/29 8:40,-0.152455,-2.562455
94,2023/7/29 8:55,-0.152455,-2.562455
0,2023/7/29 9:00,0.0026991,-2.45
1,2023/7/29 9:15,0.0026991,-2.45
2,2023/7/29 9:30,0.01784266,-2.43485644
3,2023/7/29 9:45,0.01275453,-2.43994457
4,2023/7/29 10:00,0.01690511,-2.43579399
5,2023/7/29 10:15,0.0252551,-2.427444
6,2023/7/29 10:30,0.0252551,-2.427444
7,2023/7/29 10:45,0.03034255,-2.42235655
8,2023/7/29 11:00,0.03034255,-2.42235655
9,2023/7/29 11:15,0.03034255,-2.42235655
10,2023/7/29 11:30,0.04423696,-2.40846214
11,2023/7/29 11:45,0.05599629,-2.39670281
12,2023/7/29 12:00,0.06729898,-2.38540012
13,2023/7/29 12:15,0.06729898,-2.38540012
14,2023/7/29 12:30,0.07543873,-2.37726037
15,2023/7/29 12:45,0.11114365,-2.34155545
16,2023/7/29 13:00,0.12408128,-2.32861782
17,2023/7/29 13:15,0.13474306,-2.31795604
18,2023/7/29 13:30,0.1602803,-2.2924188
19,2023/7/29 13:45,0.16641345,-2.28628565
20,2023/7/29 14:00,0.19021214,-2.26248696
21,2023/7/29 14:15,0.18291825,-2.26978085
22,2023/7/29 14:30,0.1869289,-2.2657702
23,2023/7/29 14:45,0.1869289,-2.2657702
24,2023/7/29 15:00,0.1869289,-2.2657702
25,2023/7/29 15:15,0.19110766,-2.26159144
26,2023/7/29 15:30,0.19105963,-2.26163947
27,2023/7/29 15:45,0.19105963,-2.26163947
28,2023/7/29 16:00,0.19077209,-2.26192701
29,2023/7/29 16:15,0.20148784,-2.25121126
30,2023/7/29 16:30,0.19370138,-2.25899772
31,2023/7/29 16:45,0.19209254,-2.26060656
32,2023/7/29 17:00,0.20688111,-2.24581799
33,2023/7/29 17:15,0.21441823,-2.23828087
34,2023/7/29 17:30,0.21441823,-2.23828087
35,2023/7/29 17:45,0.22025207,-2.23244703
36,2023/7/29 18:00,0.13954978,-2.31314932
37,2023/7/29 18:15,0.21360415,-2.23909495
38,2023/7/29 18:30,0.24181715,-2.21088195
39,2023/7/29 18:45,0.24502552,-2.20767358
40,2023/7/29 19:00,0.26705938,-2.18563972
41,2023/7/29 19:15,0.2667911,-2.185908
42,2023/7/29 19:30,0.29718408,-2.15551502
43,2023/7/29 19:45,0.31011172,-2.14258738
44,2023/7/29 20:00,0.30466786,-2.14803124
45,2023/7/29 20:15,0.2803386,-2.1723605
46,2023/7/29 20:30,0.19319902,-2.25950008
47,2023/7/29 20:45,0.19484307,-2.25785603
48,2023/7/29 21:00,0.19860203,-2.25409707
49,2023/7/29 21:15,0.20698608,-2.24571302
50,2023/7/29 21:30,0.19813209,-2.25456701
51,2023/7/29 21:45,0.18739287,-2.26530623
52,2023/7/29 22:00,0.18739287,-2.26530623
53,2023/7/29 22:15,0.18875454,-2.26394456
54,2023/7/29 22:30,0.15213304,-2.30056606
55,2023/7/29 22:45,0.15967179,-2.29302731
