,time,pnl,equity
41,2023-08-16 20:25:00,-49.14844,-562.82844
42,2023-08-16 20:40:00,-255.3215784,-769.0015784
43,2023-08-16 20:55:00,-168.3511115,-682.0311115
44,2023-08-16 21:10:00,-177.4151225,-691.0951225
45,2023-08-16 21:25:00,-165.6708964,-679.3508964
46,2023-08-16 21:40:00,-156.8837937,-670.5637937
47,2023-08-16 21:55:00,-200.687645,-714.367645
48,2023-08-16 22:10:00,-232.0248346,-745.7048346
49,2023-08-16 22:25:00,-224.8194734,-738.4994734
50,2023-08-16 22:40:00,-220.628787,-734.308787
51,2023-08-16 22:55:00,-204.6431997,-718.3231997
