,time,pnl,equity
45,2023-08-16 20:20:00,173.245902,25688.84354
46,2023-08-16 20:35:00,67.38975433,25582.98739
47,2023-08-16 20:50:00,105.6042365,25621.20187
48,2023-08-16 21:05:00,174.9397921,25690.53743
49,2023-08-16 21:20:00,172.3129053,25687.91054
50,2023-08-16 21:35:00,183.1236653,25698.7213
51,2023-08-16 21:50:00,147.3140188,25662.91165
52,2023-08-16 22:05:00,142.8728087,25658.47044
53,2023-08-16 22:20:00,131.99795,25647.59558
54,2023-08-16 22:35:00,142.3067704,25657.9044
55,2023-08-16 22:50:00,170.9613087,25686.55894
