time,pnl,equity
2023/7/9 16:00,135.6958618,27202.8665
2023/7/9 16:05,137.5172831,27204.68793
2023/7/9 16:10,135.1189528,27202.2896
2023/7/9 16:15,135.1189528,27202.2896
2023/7/9 16:20,120.7213231,27187.89197
2023/7/9 16:25,120.8045063,27187.97515
2023/7/9 16:30,122.0735056,27189.24415
2023/7/9 16:35,119.6062209,27186.77686
2023/7/9 16:40,125.2856092,27192.45625
2023/7/9 16:45,125.2856092,27192.45625
2023/7/9 16:50,127.084296,27194.25494
2023/7/9 16:55,127.084296,27194.25494
2023/7/9 17:00,127.084296,27194.25494
2023/7/9 17:05,113.5052321,27180.67587
2023/7/9 17:10,113.5052321,27180.67587
2023/7/9 17:15,111.9463453,27179.11699
2023/7/9 17:20,113.4959083,27180.66655
2023/7/9 17:25,113.4959083,27180.66655
2023/7/9 17:30,106.1978361,27173.36848
2023/7/9 17:35,106.1978361,27173.36848
2023/7/9 17:40,106.1978361,27173.36848
2023/7/9 17:45,106.1978361,27173.36848
2023/7/9 17:50,110.9611359,27178.13178
2023/7/9 17:55,115.0941873,27182.26483
2023/7/9 18:00,115.0941873,27182.26483
2023/7/9 18:05,115.0941873,27182.26483
2023/7/9 18:10,151.4648317,27218.63547
2023/7/9 18:15,152.5896423,27219.76028
2023/7/9 18:20,111.831045,27179.00169
2023/7/9 18:25,114.0087648,27181.17941
2023/7/9 18:30,114.0087648,27181.17941
2023/7/9 18:35,114.0087648,27181.17941
2023/7/9 18:40,114.0087648,27181.17941
2023/7/9 18:45,114.0087648,27181.17941
2023/7/9 18:50,114.0087648,27181.17941
2023/7/9 18:55,114.0087648,27181.17941
2023/7/9 19:00,113.5643783,27180.73502
2023/7/9 19:05,34.56805899,27101.7387
2023/7/9 19:10,40.72426199,27107.8949
2023/7/9 19:15,43.92665385,27111.0973
2023/7/9 19:20,43.92665385,27111.0973
2023/7/9 19:25,43.92665385,27111.0973
2023/7/9 19:30,53.14228511,27120.31293
2023/7/9 19:35,53.14228511,27120.31293
2023/7/9 19:40,53.14228511,27120.31293
2023/7/9 19:45,53.14228511,27120.31293
2023/7/9 19:50,53.14228511,27120.31293
2023/7/9 19:55,53.14228511,27120.31293
2023/7/9 20:00,53.14228511,27120.31293
2023/7/9 20:05,53.14228511,27120.31293
2023/7/9 20:10,53.14228511,27120.31293
2023/7/9 20:15,53.14228511,27120.31293
2023/7/9 20:20,53.14228511,27120.31293
2023/7/9 20:25,94.71924363,27161.88989
2023/7/9 20:30,94.71924363,27161.88989
2023/7/9 20:35,75.62470466,27142.79535
2023/7/9 20:40,84.51706724,27151.68771
2023/7/9 20:45,84.51706724,27151.68771
2023/7/9 20:50,84.51706724,27151.68771
2023/7/9 20:55,75.84903447,27143.01968
2023/7/9 21:00,75.84903447,27143.01968
2023/7/9 21:05,75.84903447,27143.01968
2023/7/9 21:10,44.20262956,27111.37327
2023/7/9 21:15,44.20262956,27111.37327
2023/7/9 21:20,44.20262956,27111.37327
2023/7/9 21:25,44.20262956,27111.37327
2023/7/9 21:30,44.20262956,27111.37327
2023/7/9 21:35,44.20262956,27111.37327
2023/7/9 21:40,41.3625831,27108.53323
2023/7/9 21:45,41.3625831,27108.53323
2023/7/9 21:50,46.07983447,27113.25048
2023/7/9 21:55,46.07983447,27113.25048
2023/7/9 22:00,46.07983447,27113.25048
2023/7/9 22:05,46.74582287,27113.91647
2023/7/9 22:10,-3.76323798,27063.4074
