,time,pnl,equity
41,2023-08-16 20:25:00,0.50202479,-739.5079752
42,2023-08-16 20:40:00,-133.8819196,-873.8919196
43,2023-08-16 20:55:00,-80.2693988,-820.2793988
44,2023-08-16 21:10:00,-79.6457666,-819.6557666
45,2023-08-16 21:25:00,-72.65523584,-812.6652358
46,2023-08-16 21:40:00,-72.50085004,-812.51085
47,2023-08-16 21:55:00,-65.03698704,-805.046987
48,2023-08-16 22:10:00,-73.58783197,-813.597832
49,2023-08-16 22:25:00,-74.3045647,-814.3145647
50,2023-08-16 22:40:00,-55.43652499,-795.446525
51,2023-08-16 22:55:00,-40.6524815,-780.6624815
