,time,pnl,equity
32,2023-08-13 17:00:00,13.99385908,-272.4671218
33,2023-08-13 17:15:00,9.61435397,-276.8466269
34,2023-08-13 17:30:00,9.97601486,-276.484966
35,2023-08-13 17:45:00,2.7247576,-283.7362232
36,2023-08-13 18:00:00,8.9311654,-277.5298154
37,2023-08-13 18:15:00,8.9311654,-277.5298154
38,2023-08-13 18:30:00,8.2846045,-278.1763763
39,2023-08-13 18:45:00,-6.84987561,-293.3108564
40,2023-08-13 19:00:00,-25.40192591,-311.8629067
41,2023-08-13 19:15:00,-24.90903461,-311.3700154
42,2023-08-13 19:30:00,-33.18018582,-319.6411667
43,2023-08-13 19:45:00,-54.45833503,-340.9193159
44,2023-08-13 20:00:00,-59.96582028,-346.4268011
45,2023-08-13 20:15:00,-52.42952733,-338.8905082
46,2023-08-13 20:30:00,-48.21991518,-334.680896
47,2023-08-13 20:45:00,-46.97972943,-333.4407103
48,2023-08-13 21:00:00,-46.97972943,-333.4407103
49,2023-08-13 21:15:00,-45.31538419,-331.776365
50,2023-08-13 21:30:00,-54.20877289,-340.6697537
51,2023-08-13 21:45:00,-52.9745506,-339.4355314
52,2023-08-13 22:00:00,-41.77177638,-328.2327572
53,2023-08-13 22:15:00,-83.88042135,-370.3414022
54,2023-08-13 22:30:00,-98.2140964,-384.6750772
55,2023-08-13 22:45:00,-105.3095234,-391.7705042
56,2023-08-13 23:00:00,-100.4343406,-386.8953214
57,2023-08-13 23:15:00,-103.6140285,-390.0750094
58,2023-08-13 23:30:00,-109.8655452,-396.3265261
59,2023-08-13 23:45:00,-109.4123117,-395.8732925
60,2023-08-14 00:00:00,-101.3426308,-387.8036116
61,2023-08-14 00:15:00,-103.055426,-389.5164068
62,2023-08-14 00:30:00,-114.5601136,-401.0210945
63,2023-08-14 00:45:00,-83.35869836,-369.8196792
64,2023-08-14 01:00:00,-81.04852693,-367.5095078
