,time,pnl,equity
20,2023/8/13 20:20,0.993761834,1684
21,2023/8/13 20:45,0.993761834,1684
22,2023/8/13 20:55,0.993761834,1684
24,2023/8/13 21:00,0.993761834,1684
25,2023/8/13 21:15,1.284012634,1684
26,2023/8/13 21:30,1.284012634,1684
27,2023/8/13 21:45,2.027631268,1684
28,2023/8/13 22:00,1.892323276,1684
29,2023/8/13 22:15,4.203590686,1684
32,2023/8/13 22:30,3.032585526,1684
33,2023/8/13 22:45,-2.357231054,1684
