time,
2023/6/3 22:10,13074.46815
2023/6/3 22:15,13074.26705
2023/6/3 22:20,13074.26705
2023/6/3 22:25,13073.94644
2023/6/3 22:30,13070.97934
2023/6/3 22:35,13073.13209
2023/6/3 22:40,13073.13209
2023/6/3 22:45,13073.13209
2023/6/3 22:50,13072.18719
2023/6/3 22:55,13072.45804
2023/6/3 23:00,13072.45804
2023/6/3 23:05,13073.26815
2023/6/3 23:10,13073.0004
2023/6/3 23:15,13072.43771
2023/6/3 23:20,13072.43771
2023/6/3 23:25,13073.11365
2023/6/3 23:30,13073.90423
2023/6/3 23:35,13074.50666
2023/6/3 23:40,13074.44436
2023/6/3 23:45,13075.2019
2023/6/3 23:50,13075.24066
2023/6/3 23:55,13076.36097
2023/6/4 0:35,13076.36097
2023/6/4 0:40,13076.36097
2023/6/4 0:45,13075.11833
2023/6/4 0:50,13075.08899
2023/6/4 0:55,13073.90418
2023/6/4 1:00,13070.42803
2023/6/4 1:05,13070.42803
2023/6/4 1:10,13078.10861
2023/6/4 1:15,13080.84648
2023/6/4 1:20,13080.74657
2023/6/4 1:25,13079.58618
2023/6/4 1:30,13079.97036
2023/6/4 1:35,13079.97036
2023/6/4 1:40,13079.85334
2023/6/4 1:45,13079.8098
2023/6/4 1:50,13079.99786
2023/6/4 1:55,13079.99786
2023/6/4 2:00,13080.12038
2023/6/4 2:05,13080.24652
2023/6/4 2:10,13080.02238
2023/6/4 2:15,13080.17283
2023/6/4 2:20,13082.11563
2023/6/4 2:25,13082.11563
2023/6/4 2:30,13079.97813
2023/6/4 2:35,13079.97813
2023/6/4 2:40,13080.52029
2023/6/4 2:45,13080.52029
2023/6/4 2:50,13078.84852
2023/6/4 2:55,13077.72223
2023/6/4 3:00,13078.33183
2023/6/4 3:05,13078.33183
2023/6/4 3:10,13076.97653
2023/6/4 3:15,13080.93091
2023/6/4 3:20,13080.93091
2023/6/4 3:25,13080.93091
2023/6/4 3:30,13081.74215
2023/6/4 3:35,13079.27295
2023/6/4 3:40,13078.8008
2023/6/4 3:45,13078.29578
2023/6/4 3:50,13078.29578
2023/6/4 3:55,13078.29578
2023/6/4 4:00,13079.27739
2023/6/4 4:05,13079.04398
2023/6/4 4:10,13078.10886
2023/6/4 4:15,13075.00725
2023/6/4 4:20,13078.0465
2023/6/4 4:25,13078.0465
2023/6/4 4:30,13079.20144
2023/6/4 4:35,13080.47452
2023/6/4 4:40,13080.47452
2023/6/4 4:45,13080.47452
2023/6/4 4:50,13082.04859
2023/6/4 4:55,13082.04859
2023/6/4 5:00,13082.04859
2023/6/4 5:05,13080.89159
2023/6/4 5:10,13080.89159
2023/6/4 5:15,13081.39945
2023/6/4 5:20,13084.3923
2023/6/4 5:25,13083.65719
2023/6/4 5:30,13084.55502
2023/6/4 5:35,13087.62324
2023/6/4 5:40,13087.62324
2023/6/4 5:45,13086.76061
2023/6/4 5:50,13086.76061
2023/6/4 5:55,13086.89328
2023/6/4 6:00,13087.61845
2023/6/4 6:05,13086.96693
2023/6/4 6:10,13085.20466
2023/6/4 6:15,13085.20466
2023/6/4 6:20,13087.56731
2023/6/4 6:25,13087.56731
2023/6/4 6:30,13084.81787
2023/6/4 6:35,13084.81787
2023/6/4 6:40,13077.83131
2023/6/4 6:45,13076.0328
2023/6/4 6:50,13076.0328
2023/6/4 6:55,13076.0328
2023/6/4 7:00,13074.1689
2023/6/4 7:05,13074.20407
2023/6/4 7:10,13074.20407
2023/6/4 7:15,13073.84984
2023/6/4 7:20,13073.46957
2023/6/4 7:25,13072.3941
2023/6/4 7:30,13074.45925
2023/6/4 7:35,13074.42454
2023/6/4 7:40,13075.64296
2023/6/4 7:45,13075.64296
2023/6/4 7:50,13075.64296
2023/6/4 7:55,13074.3948
2023/6/4 8:00,13074.34424
2023/6/4 8:05,13074.19902
2023/6/4 8:10,13074.55497
2023/6/4 8:15,13074.1549
2023/6/4 8:20,13074.10226
2023/6/4 8:25,13074.13014
2023/6/4 8:30,13074.44946
2023/6/4 8:35,13074.74755
2023/6/4 8:40,13074.67181
2023/6/4 8:45,13074.44286
2023/6/4 8:50,13074.6421
2023/6/4 8:55,13074.71621
2023/6/4 9:00,13075.83923
2023/6/4 9:05,13079.16039
2023/6/4 9:10,13077.97493
2023/6/4 9:15,13080.01845
2023/6/4 9:20,13082.32858
2023/6/4 9:25,13082.32858
2023/6/4 9:30,13082.19902
2023/6/4 9:35,13078.79132
2023/6/4 9:40,13078.79132
2023/6/4 9:45,13078.79132
2023/6/4 9:50,13078.79132
2023/6/4 9:55,13086.00067
2023/6/4 10:00,13087.34841
2023/6/4 10:05,13087.34841
2023/6/4 10:10,13087.29901
2023/6/4 10:15,13087.99543
2023/6/4 10:20,13087.99543
2023/6/4 10:25,13087.62032
2023/6/4 10:30,13085.3796
2023/6/4 10:35,13085.4414
2023/6/4 10:40,13085.54456
2023/6/4 10:45,13085.83578
2023/6/4 10:50,13085.91995
2023/6/4 10:55,13085.77835
2023/6/4 11:00,13085.77835
2023/6/4 11:05,13085.58506
2023/6/4 11:10,13085.95098
2023/6/4 11:15,13086.12721
2023/6/4 11:20,13086.1866
2023/6/4 11:25,13086.27929
2023/6/4 11:30,13086.3009
2023/6/4 11:35,13085.62676
2023/6/4 11:40,13085.62676
2023/6/4 11:45,13086.07001
2023/6/4 11:50,13085.71864
2023/6/4 11:55,13085.72968
2023/6/4 12:00,13086.0805
2023/6/4 12:05,13086.07719
2023/6/4 12:10,13086.07719
2023/6/4 12:15,13086.07719
2023/6/4 12:20,13086.40595
2023/6/4 12:25,13085.34721
2023/6/4 12:30,13085.19918
2023/6/4 12:35,13086.26135
2023/6/4 12:40,13086.63269
2023/6/4 12:45,13086.58044
2023/6/4 12:50,13085.93267
2023/6/4 12:55,13085.94349
2023/6/4 13:00,13085.94349
2023/6/4 13:05,13086.27538
2023/6/4 13:10,13086.27538
2023/6/4 13:15,13086.27842
2023/6/4 13:20,13086.71897
2023/6/4 13:25,13085.96577
2023/6/4 13:30,13087.4315
2023/6/4 13:35,13086.82007
2023/6/4 13:40,13086.29071
2023/6/4 13:45,13085.69218
2023/6/4 13:50,13071.07209
2023/6/4 13:55,13071.85775
2023/6/4 14:00,13092.49318
2023/6/4 14:05,13092.93029
2023/6/4 14:10,13092.93029
2023/6/4 14:15,13094.26558
2023/6/4 14:20,13101.65618
2023/6/4 14:25,13098.92369
2023/6/4 14:30,13111.99672
2023/6/4 14:35,13111.99672
2023/6/4 14:40,13111.99672
2023/6/4 14:45,13102.00738
2023/6/4 14:50,13102.00738
2023/6/4 14:55,13102.00738
2023/6/4 15:00,13103.25877
2023/6/4 15:05,13107.5727
2023/6/4 15:10,13107.83103
2023/6/4 15:15,13107.83103
2023/6/4 15:20,13106.81351
2023/6/4 15:25,13106.69719
2023/6/4 15:30,13107.22648
2023/6/4 15:35,13107.22648
2023/6/4 15:40,13105.99166
2023/6/4 15:45,13105.99166
2023/6/4 15:50,13107.03291
2023/6/4 15:55,13107.68757
2023/6/4 16:00,13108.97461
2023/6/4 16:05,13101.42542
2023/6/4 16:10,13101.2163
2023/6/4 16:15,13101.01543
2023/6/4 16:20,13103.40956
2023/6/4 16:25,13098.74681
2023/6/4 16:30,13098.74681
2023/6/4 16:35,13101.22319
2023/6/4 16:40,13100.74906
2023/6/4 16:45,13100.74906
2023/6/4 16:50,13100.74906
2023/6/4 16:55,13100.74906
2023/6/4 17:00,13101.11983
2023/6/4 17:05,13101.11983
2023/6/4 17:10,13101.11983
2023/6/4 17:15,13101.11983
2023/6/4 17:20,13104.3868
2023/6/4 17:25,13103.88591
2023/6/4 17:30,13103.94197
2023/6/4 17:35,13103.80734
2023/6/4 17:40,13102.71211
2023/6/4 17:45,13102.71211
2023/6/4 17:50,13105.3098
2023/6/4 17:55,13104.45982
2023/6/4 18:00,13106.84627
2023/6/4 18:05,13107.63038
2023/6/4 18:10,13104.36476
2023/6/4 18:15,13106.12279
2023/6/4 18:20,13105.74049
2023/6/4 18:25,13105.74505
2023/6/4 18:30,13106.48072
2023/6/4 18:35,13106.48072
2023/6/4 18:40,13106.10316
2023/6/4 18:45,13106.24096
2023/6/4 18:50,13106.24096
2023/6/4 18:55,13106.53783
2023/6/4 19:00,13106.55405
2023/6/4 19:05,13106.25626
2023/6/4 19:10,13103.80659
2023/6/4 19:15,13103.95553
2023/6/4 19:20,13104.55791
2023/6/4 19:25,13101.19428
2023/6/4 19:30,13101.46641
2023/6/4 19:35,13101.46641
2023/6/4 19:40,13103.4964
2023/6/4 19:45,13102.92638
2023/6/4 19:50,13104.2002
2023/6/4 19:55,13104.27252
2023/6/4 20:00,13103.7723
2023/6/4 20:05,13103.7723
2023/6/4 20:10,13102.61984
2023/6/4 20:15,13102.77119
2023/6/4 20:20,13102.77119
2023/6/4 20:25,13102.76438
2023/6/4 20:30,13103.97315
2023/6/4 20:35,13103.90906
2023/6/4 20:40,13104.09748
2023/6/4 20:45,13103.3146
2023/6/4 20:50,13103.31445
2023/6/4 20:55,13102.51697
2023/6/4 21:00,13103.09049
2023/6/4 21:05,13103.60255
2023/6/4 21:10,13103.93393
2023/6/4 21:15,13103.75736
2023/6/4 21:20,13103.75736
2023/6/4 21:25,13103.75736
2023/6/4 21:30,13100.52853
2023/6/4 21:35,13098.73467
2023/6/4 21:40,13103.85433
2023/6/4 21:45,13103.85433
2023/6/4 21:50,13102.23736
2023/6/4 21:55,13102.23736
2023/6/4 22:00,13106.31845
2023/6/4 22:05,13109.98111
2023/6/4 22:10,13109.88367
2023/6/4 22:15,13116.25292
2023/6/4 22:20,13117.32328
2023/6/4 22:25,13123.29435
2023/6/4 22:30,13123.09383
2023/6/4 22:35,13123.09383
2023/6/4 22:40,13123.09383
2023/6/4 22:45,13123.07629
2023/6/4 22:50,13123.07629
2023/6/4 22:55,13123.07629
2023/6/4 23:00,13123.24651
2023/6/4 23:05,13115.12058
2023/6/4 23:10,13115.53073
2023/6/4 23:15,13116.46198
2023/6/4 23:20,13095.84707
2023/6/4 23:25,13094.04906
2023/6/4 23:30,13092.1698
2023/6/4 23:35,13092.1698
2023/6/4 23:40,13093.61951
2023/6/4 23:45,13081.65694
2023/6/5 7:15,13082.49906
2023/6/5 7:20,13082.50355
2023/6/5 7:25,13082.22933
2023/6/5 7:30,13082.22933
2023/6/5 7:35,13082.22933
2023/6/5 7:40,13082.22933
2023/6/5 7:45,13082.35316
2023/6/5 7:50,13082.2127
2023/6/5 7:55,13082.2127
2023/6/5 8:00,13081.39374
2023/6/5 8:05,13081.46954
2023/6/5 8:10,13081.63219
2023/6/5 8:15,13082.34935
2023/6/5 8:20,13084.6119
2023/6/5 8:25,13084.6119
2023/6/5 8:30,13082.59232
2023/6/5 8:35,13082.05477
2023/6/5 8:40,13082.36636
2023/6/5 8:45,13083.3596
2023/6/5 8:50,13083.26009
2023/6/5 8:55,13083.73714
2023/6/5 9:00,13083.11224
2023/6/5 9:05,13078.99473
2023/6/5 9:10,13083.21034
2023/6/5 9:15,13082.02368
2023/6/5 9:20,13081.73635
2023/6/5 9:25,13081.54438
2023/6/5 9:30,13080.81953
2023/6/5 9:35,13080.81953
2023/6/5 9:40,13080.80812
2023/6/5 9:45,13082.56517
2023/6/5 9:50,13085.13147
2023/6/5 9:55,13082.59864
2023/6/5 10:00,13076.63434
2023/6/5 10:05,13075.73134
2023/6/5 10:10,13082.07939
2023/6/5 10:15,13082.07939
2023/6/5 10:20,13085.3996
2023/6/5 10:25,13085.3996
2023/6/5 10:30,13081.89404
2023/6/5 10:35,13081.89404
2023/6/5 10:40,13078.20982
2023/6/5 10:45,13078.20982
2023/6/5 10:50,13081.3524
2023/6/5 10:55,13079.59567
2023/6/5 11:00,13080.13316
2023/6/5 11:05,13073.80274
2023/6/5 11:10,13075.61931
2023/6/5 11:15,13075.49919
2023/6/5 11:20,13075.49919
2023/6/5 11:25,13084.12665
2023/6/5 11:30,13082.89368
2023/6/5 11:35,13084.71355
2023/6/5 11:40,13084.09286
2023/6/5 11:45,13082.16403
2023/6/5 11:50,13082.16403
2023/6/5 11:55,13083.13565
2023/6/5 12:00,13081.08456
2023/6/5 12:05,13081.08456
2023/6/5 12:10,13084.98178
2023/6/5 12:15,13083.62149
2023/6/5 12:20,13081.21871
2023/6/5 12:25,13083.78779
2023/6/5 12:30,13083.47404
2023/6/5 12:35,13088.11921
2023/6/5 12:40,13100.73786
2023/6/5 12:45,13100.73786
2023/6/5 12:50,13100.23896
2023/6/5 12:55,13100.23896
2023/6/5 13:00,13091.15166
2023/6/5 13:05,13091.15166
2023/6/5 13:10,13072.06129
2023/6/5 13:15,13092.17093
2023/6/5 13:20,13091.98553
2023/6/5 13:25,13093.92098
2023/6/5 13:30,13089.49398
2023/6/5 13:35,13090.07288
2023/6/5 13:40,13091.791
2023/6/5 13:45,13089.49158
2023/6/5 13:50,13093.36352
2023/6/5 13:55,13092.86691
2023/6/5 14:00,13086.68561
2023/6/5 14:05,13090.64148
2023/6/5 14:10,13091.28211
2023/6/5 14:15,13091.2652
2023/6/5 14:20,13091.56209
2023/6/5 14:25,13090.40085
2023/6/5 14:30,13090.54314
2023/6/5 14:35,13088.98835
2023/6/5 14:40,13089.03937
2023/6/5 14:45,13092.05467
2023/6/5 14:50,13092.44109
2023/6/5 14:55,13092.65681
2023/6/5 15:00,13053.34519
2023/6/5 15:05,13046.59179
2023/6/5 15:10,13046.59179
2023/6/5 15:15,13065.85985
2023/6/5 15:20,13065.85985
2023/6/5 15:25,13074.88012
2023/6/5 15:30,13059.06194
2023/6/5 15:35,13064.9941
2023/6/5 15:40,13054.62462
2023/6/5 15:45,13057.62333
2023/6/5 15:50,13064.3809
2023/6/5 15:55,13082.82528
2023/6/5 16:00,13046.68659
2023/6/6 0:35,13046.73345
2023/6/6 0:40,13046.95742
2023/6/6 0:45,13047.77182
2023/6/6 0:50,13048.61588
2023/6/6 0:55,13048.21546
2023/6/6 1:00,13047.42786
2023/6/6 1:05,13050.85357
2023/6/6 1:10,13050.82587
2023/6/6 1:15,13051.15323
2023/6/6 1:20,13051.87047
2023/6/6 1:25,13052.7664
2023/6/6 1:30,13052.91854
2023/6/6 1:35,13051.16758
2023/6/6 1:40,13055.22509
2023/6/6 1:45,13054.45438
2023/6/6 1:50,13054.80005
2023/6/6 1:55,13054.80005
2023/6/6 2:00,13051.16306
2023/6/6 2:05,13061.63995
2023/6/6 2:10,13061.63995
2023/6/6 2:15,13061.97596
2023/6/6 2:20,13062.00352
2023/6/6 2:25,13062.00352
2023/6/6 2:30,13062.8146
2023/6/6 2:35,13061.148
2023/6/6 2:40,13061.148
2023/6/6 2:45,13060.6098
2023/6/6 2:50,13060.74285
2023/6/6 2:55,13060.42556
2023/6/6 3:00,13061.08992
2023/6/6 3:05,13061.08992
2023/6/6 3:10,13060.64489
2023/6/6 3:15,13064.06358
2023/6/6 3:20,13062.38382
2023/6/6 3:25,13063.55279
2023/6/6 3:30,13064.66081
2023/6/6 3:35,13064.70423
2023/6/6 3:40,13064.70423
2023/6/6 3:45,13066.00263
2023/6/6 3:50,13065.9645
2023/6/6 3:55,13063.64259
2023/6/6 4:00,13065.48718
2023/6/6 4:05,13065.48718
2023/6/6 4:10,13065.13665
2023/6/6 4:15,13065.13665
2023/6/6 4:20,13063.98965
2023/6/6 4:25,13064.43032
2023/6/6 4:30,13062.63129
2023/6/6 4:35,13062.91377
2023/6/6 4:40,13062.7145
2023/6/6 4:45,13060.56247
2023/6/6 4:50,13056.32595
2023/6/6 4:55,13054.11784
2023/6/6 5:00,13054.11784
2023/6/6 5:05,13054.11784
2023/6/6 5:10,13056.68851
2023/6/6 5:15,13056.73302
2023/6/6 5:20,13058.52079
2023/6/6 5:25,13058.52079
2023/6/6 5:30,13058.52079
2023/6/6 5:35,13058.52079
2023/6/6 5:40,13058.4047
2023/6/6 5:45,13058.4166
2023/6/6 5:50,13061.93922
2023/6/6 5:55,13061.93922
2023/6/6 6:00,13061.95789
2023/6/6 6:05,13061.40622
2023/6/6 6:10,13060.52384
2023/6/6 6:15,13060.90697
2023/6/6 6:20,13058.4113
2023/6/6 6:25,13063.53861
2023/6/6 6:30,13063.53861
2023/6/6 6:35,13062.44086
2023/6/6 6:40,13062.40545
2023/6/6 6:45,13061.31911
2023/6/6 6:50,13064.58661
2023/6/6 6:55,13064.58661
2023/6/6 7:00,13063.1847
2023/6/6 7:05,13062.22536
2023/6/6 7:10,13062.39437
2023/6/6 7:15,13062.32055
2023/6/6 7:20,13062.32055
2023/6/6 7:25,13062.53954
2023/6/6 7:30,13062.53954
2023/6/6 7:35,13064.4611
2023/6/6 7:40,13065.30192
2023/6/6 7:45,13065.77295
2023/6/6 7:50,13066.00995
2023/6/6 7:55,13066.34873
2023/6/6 8:00,13067.12164
2023/6/6 8:05,13067.97928
2023/6/6 8:10,13067.2481
2023/6/6 8:15,13067.2481
2023/6/6 8:20,13066.80496
2023/6/6 8:25,13067.31857
2023/6/6 8:30,13067.31857
2023/6/6 8:35,13069.72547
2023/6/6 8:40,13068.21754
2023/6/6 8:45,13070.48871
2023/6/6 8:50,13070.58776
2023/6/6 8:55,13072.10432
2023/6/6 9:00,13070.28509
2023/6/6 9:05,13070.44189
2023/6/6 9:10,13069.97278
2023/6/6 9:15,13071.00733
2023/6/6 9:20,13070.6668
2023/6/6 9:25,13071.80298
2023/6/6 9:30,13071.63509
2023/6/6 9:35,13070.30766
2023/6/6 9:40,13070.05236
2023/6/6 9:45,13069.67051
2023/6/6 9:50,13069.67051
2023/6/6 9:55,13074.14704
2023/6/6 10:00,13074.14704
2023/6/6 10:05,13070.32892
2023/6/6 10:10,13071.07467
2023/6/6 10:15,13076.54963
2023/6/6 10:20,13078.39762
2023/6/6 10:25,13076.4099
2023/6/6 10:30,13076.46227
2023/6/6 10:35,13077.85926
2023/6/6 10:40,13076.25101
2023/6/6 10:45,13069.65105
2023/6/6 10:50,13068.70086
2023/6/6 10:55,13068.70086
2023/6/6 11:00,13083.63564
2023/6/6 11:05,13083.63564
2023/6/6 11:10,13083.63564
2023/6/6 11:15,13085.55698
2023/6/6 11:20,13084.42055
2023/6/6 11:25,13088.33382
2023/6/6 11:30,13088.33382
2023/6/6 11:35,13087.03464
2023/6/6 11:40,13077.88028
2023/6/6 11:45,13077.88028
2023/6/6 11:50,13084.93354
2023/6/6 11:55,13086.97614
2023/6/6 12:00,13086.97614
2023/6/6 12:05,13085.95475
2023/6/6 12:10,13064.54342
2023/6/6 12:15,13086.71618
2023/6/6 12:20,13086.71618
2023/6/6 12:25,13086.71618
2023/6/6 12:30,13062.29796
2023/6/6 12:35,13064.98597
2023/6/6 12:40,13071.31352
2023/6/6 12:45,13071.21157
2023/6/6 12:50,13070.78503
2023/6/6 12:55,13065.93368
2023/6/6 13:00,13068.18733
2023/6/6 13:05,13064.74927
2023/6/6 13:10,13064.74927
2023/6/6 13:15,13066.61734
2023/6/6 13:20,13068.42822
2023/6/6 13:25,13069.80592
2023/6/6 13:30,13070.35033
2023/6/6 13:35,13071.1786
2023/6/6 13:40,13069.17606
2023/6/6 13:45,13079.67981
2023/6/6 13:50,13075.43828
2023/6/6 13:55,13078.03905
2023/6/6 14:00,13074.06861
2023/6/6 14:05,13074.06861
2023/6/6 14:10,13068.91715
2023/6/6 14:15,13065.14175
2023/6/6 14:20,13070.24032
2023/6/6 14:25,13070.18633
2023/6/6 14:30,13066.81842
2023/6/6 14:35,13059.70948
2023/6/6 14:40,13061.0331
2023/6/6 14:45,13060.74487
2023/6/6 14:50,13060.74487
2023/6/6 14:55,13057.528
2023/6/6 15:00,13056.94572
2023/6/6 15:05,13055.66498
2023/6/6 15:10,13054.95194
2023/6/6 15:15,13054.35147
2023/6/6 15:20,13056.6352
2023/6/6 15:25,13056.6352
2023/6/6 15:30,13058.36324
2023/6/6 15:35,13059.21144
2023/6/6 15:40,13059.87433
2023/6/6 15:45,13061.76886
2023/6/6 15:50,13052.40649
2023/6/6 15:55,13052.40649
2023/6/6 16:00,13063.79108
2023/6/6 16:05,13061.76848
2023/6/6 16:10,13061.76848
2023/6/6 16:15,13057.53209
2023/6/6 16:20,13059.72716
2023/6/6 16:25,13060.40569
2023/6/6 16:30,13057.53445
2023/6/6 16:35,13060.37167
2023/6/6 16:40,13059.88103
2023/6/6 16:45,13057.80845
2023/6/6 16:50,13055.91697
2023/6/6 16:55,13022.11569
2023/6/6 17:00,13023.4476
2023/6/6 17:05,13005.37028
2023/6/6 17:10,13020.92246
2023/6/6 17:15,13017.28902
2023/6/6 17:20,13011.55879
2023/6/6 17:25,13027.3475
2023/6/6 17:30,13003.23299
2023/6/6 17:35,13021.05999
2023/6/6 17:40,13021.05999
2023/6/6 17:45,12993.86201
2023/6/6 17:50,13002.85187
2023/6/6 17:55,13006.93411
2023/6/6 18:00,13010.479
2023/6/6 18:05,13009.02652
2023/6/6 18:10,13008.98878
2023/6/6 18:15,13005.59161
2023/6/6 18:20,13007.99211
2023/6/6 18:25,13010.38692
2023/6/6 18:30,13010.97616
2023/6/6 18:35,13013.54419
2023/6/6 18:40,13013.54419
2023/6/6 18:45,13010.50269
2023/6/6 18:50,13009.78503
2023/6/6 18:55,13009.78503
2023/6/6 19:00,13010.97981
2023/6/6 19:05,13009.75127
2023/6/6 19:10,13010.93757
2023/6/6 19:15,13010.93757
2023/6/6 19:20,13025.81419
2023/6/6 19:25,13020.7198
2023/6/6 19:30,13020.7198
2023/6/6 19:35,13017.03101
2023/6/6 19:40,13020.48007
2023/6/6 19:45,13023.57761
2023/6/6 19:50,13039.26968
2023/6/6 19:55,13039.26968
2023/6/6 20:00,13039.26968
2023/6/6 20:05,13033.8443
2023/6/6 20:10,13043.1005
2023/6/6 20:15,13032.58114
2023/6/6 20:20,13041.52479
2023/6/6 20:25,13041.52479
2023/6/6 20:30,13044.31032
2023/6/6 20:35,13036.57462
2023/6/6 20:40,13019.92667
2023/6/6 20:45,13028.18245
2023/6/6 20:50,13028.18245
2023/6/6 20:55,13024.25106
2023/6/6 21:00,13026.18853
2023/6/6 21:05,13033.0434
2023/6/6 21:10,13029.88405
2023/6/6 21:15,13029.88405
2023/6/6 21:20,13031.55913
2023/6/6 21:25,13031.55913
2023/6/6 21:30,13036.65058
2023/6/6 21:35,13032.369
2023/6/6 21:40,13035.70219
2023/6/6 21:45,13036.06414
2023/6/6 21:50,13038.04006
2023/6/6 21:55,13037.30299
2023/6/6 22:00,13038.99611
2023/6/6 22:05,13037.31274
2023/6/6 22:10,13036.79821
2023/6/6 22:15,13040.84623
2023/6/6 22:20,13041.5754
2023/6/6 22:25,13040.59039
2023/6/6 22:30,13040.46908
2023/6/6 22:35,13040.46908
2023/6/6 22:40,13042.78059
2023/6/6 22:45,13042.25934
2023/6/6 22:50,13042.12586
2023/6/6 22:55,13045.20328
2023/6/6 23:00,13043.49233
2023/6/6 23:05,13041.74195
2023/6/6 23:10,13043.10411
2023/6/6 23:15,13043.76222
2023/6/6 23:20,13044.84382
2023/6/6 23:25,13039.67808
2023/6/6 23:30,13039.67808
2023/6/6 23:35,13037.35499
2023/6/6 23:40,13037.83928
2023/6/6 23:45,13039.95591
2023/6/6 23:50,13038.91684
2023/6/8 0:30,13038.9829
2023/6/8 0:35,13039.91516
2023/6/8 0:40,13039.91516
2023/6/8 0:45,13039.5664
2023/6/8 0:50,13039.5666
2023/6/8 0:55,13039.5666
2023/6/8 1:00,13039.48694
2023/6/8 1:05,13039.48694
2023/6/8 1:10,13038.82644
2023/6/8 1:15,13038.6995
2023/6/8 1:20,13038.6995
2023/6/8 1:25,13040.44151
2023/6/8 1:30,13041.67608
2023/6/8 1:35,13041.4838
2023/6/8 1:40,13041.5968
2023/6/8 1:45,13042.51108
2023/6/8 1:50,13042.51108
2023/6/8 1:55,13042.51108
2023/6/8 2:00,13042.00709
2023/6/8 2:05,13042.09228
2023/6/8 2:10,13042.43615
2023/6/8 2:15,13042.19338
2023/6/8 2:20,13041.57952
2023/6/8 2:25,13041.57952
2023/6/8 2:30,13040.33213
2023/6/8 2:35,13040.33213
2023/6/8 2:40,13040.58875
2023/6/8 2:45,13041.50543
2023/6/8 2:50,13041.50543
2023/6/8 2:55,13041.50959
2023/6/8 3:00,13041.02068
2023/6/8 3:05,13041.13025
2023/6/8 3:10,13041.09011
2023/6/8 3:15,13041.09011
2023/6/8 3:20,13036.23928
2023/6/8 3:25,13035.80866
2023/6/8 3:30,13035.80866
2023/6/8 3:35,13034.63678
2023/6/8 3:40,13035.62756
2023/6/8 3:45,13035.58593
2023/6/8 3:50,13037.50635
2023/6/8 3:55,13039.9971
2023/6/8 4:00,13044.37599
2023/6/8 4:05,13045.38822
2023/6/8 4:10,13046.48529
2023/6/8 4:15,13046.48529
2023/6/8 4:20,13046.83988
2023/6/8 4:25,13046.87625
2023/6/8 4:30,13046.59836
2023/6/8 4:35,13046.59836
2023/6/8 4:40,13046.06114
2023/6/8 4:45,13047.92722
2023/6/8 4:50,13048.44447
2023/6/8 4:55,13050.88842
2023/6/8 5:00,13050.81221
2023/6/8 5:05,13051.35539
2023/6/8 5:10,13053.32931
2023/6/8 5:15,13053.4643
2023/6/8 5:20,13053.01221
2023/6/8 5:25,13053.61396
2023/6/8 5:30,13054.41081
2023/6/8 5:35,13054.25813
2023/6/8 5:40,13054.64358
2023/6/8 5:45,13055.96503
2023/6/8 5:50,13056.28511
2023/6/8 5:55,13056.86411
2023/6/8 6:00,13056.86411
2023/6/8 6:05,13056.73349
2023/6/8 6:10,13059.53384
2023/6/8 6:15,13059.53384
2023/6/8 6:20,13056.20676
2023/6/8 6:25,13059.62684
2023/6/8 6:30,13060.79322
2023/6/8 6:35,13059.43741
2023/6/8 6:40,13052.06907
2023/6/8 6:45,13052.06907
2023/6/8 6:50,13052.06907
2023/6/8 6:55,13057.24733
2023/6/8 7:00,13057.11359
2023/6/8 7:05,13057.11359
2023/6/8 7:10,13057.08719
2023/6/8 7:15,13057.34171
2023/6/8 7:20,13057.44304
2023/6/8 7:25,13051.15225
2023/6/8 7:30,13051.15225
2023/6/8 7:35,13051.15225
2023/6/8 7:40,13053.33965
2023/6/8 7:45,13054.38801
2023/6/8 7:50,13054.05363
2023/6/8 7:55,13054.05363
2023/6/8 8:00,13057.52462
2023/6/8 8:05,13057.3568
2023/6/8 8:10,13057.3568
2023/6/8 8:15,13057.32698
2023/6/8 8:20,13059.68322
2023/6/8 8:25,13059.68322
2023/6/8 8:30,13059.62518
2023/6/8 8:35,13059.62518
2023/6/8 8:40,13059.62518
2023/6/8 8:45,13058.52039
2023/6/8 8:50,13059.3002
2023/6/8 8:55,13059.3002
2023/6/8 9:00,13059.49286
2023/6/8 9:05,13059.53733
2023/6/8 9:10,13060.78262
2023/6/8 9:15,13061.67464
2023/6/8 9:20,13062.87747
2023/6/8 9:25,13062.87747
2023/6/8 9:30,13062.9286
2023/6/8 9:35,13062.16497
2023/6/8 9:40,13062.46185
2023/6/8 9:45,13062.46185
2023/6/8 9:50,13062.68649
2023/6/8 9:55,13062.93419
2023/6/8 10:00,13062.93419
2023/6/8 10:05,13062.46186
2023/6/8 10:10,13062.46186
2023/6/8 10:15,13061.91324
2023/6/8 10:20,13060.37375
2023/6/8 10:25,13060.37375
2023/6/8 10:30,13060.37375
2023/6/8 10:35,13060.37375
2023/6/8 10:40,13053.9954
2023/6/8 10:45,13054.9475
2023/6/8 10:50,13054.9475
2023/6/8 10:55,13053.29054
2023/6/8 11:00,13055.64263
2023/6/8 11:05,13058.24699
2023/6/8 11:10,13056.34911
2023/6/8 11:15,13056.34911
2023/6/8 11:20,13056.39996
2023/6/8 11:25,13055.4912
2023/6/8 11:30,13055.4912
2023/6/8 11:35,13056.26686
2023/6/8 11:40,13058.67463
2023/6/8 11:45,13059.85939
